Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
D2O	Water	12364.50853700, 12364.50853700	23(8,16)-23(5,19)	-7.51000		3536.8284	5088.6779	CDMS
D2O	Water	12364.50895480, 12364.50895480	23(8,16)-23(5,19)	-7.51440		3536.8282	5088.6776	CDMS
D2O	Water	12366.97468610, 12366.97468610	25(9,17)-24(8,16)	-7.10790		4264.5176	6135.6543	CDMS
D2O	Water	12366.98697240, 12366.98697240	25(9,17)-24(8,16)	-7.10330		4264.5179	6135.6547	CDMS
D2O	Water	12375.89671800, 12375.89671800	26(9,18)-25(8,17)	-8.05930		4575.4514	6583.0161	CDMS
D2O	Water	12375.92340450, 12375.92340450	26(9,18)-25(8,17)	-8.05470		4575.4518	6583.0167	CDMS
D2O	Water	12376.55978770, 12376.55978770	18(5,14)-18(2,17)	-5.33830		1909.6206	2747.5023	CDMS
D2O	Water	12376.56061710, 12376.56061710	18(5,14)-18(2,17)	-5.34280		1909.6206	2747.5023	CDMS
D2O	Water	12379.96783830, 12379.96783830	24(9,16)-24(6,19)	-8.57560		3963.5669	5702.6558	CDMS
D2O	Water	12379.97417200, 12379.97417200	24(9,16)-24(6,19)	-8.57140		3963.5671	5702.6561	CDMS
D2O	Water	12405.30326540, 12405.30326540	11(7,5)-10(4,6)	-2.57300		837.0510	1204.3227	CDMS
D2O	Water	12405.30327010, 12405.30327010	11(7,5)-10(4,6)	-2.56840		837.0510	1204.3227	CDMS
D2O	Water	12427.82351400, 12427.82351400	14(10,5)-15(5,10)	-8.73050		1740.1570	2503.6834	CDMS
D2O	Water	12427.82398900, 12427.82398900	14(10,5)-15(5,10)	-8.73530		1740.1570	2503.6834	CDMS
D2O	Water	12440.17256180, 12440.17256180	17(15,2)-16(14,3)	-5.01000		3264.4082	4696.7282	CDMS
D2O	Water	12440.17256180, 12440.17256180	17(15,2)-16(14,3)	-4.70890		3264.4082	4696.7282	CDMS
D2O	Water	12440.17490740, 12440.17490740	17(15,2)-16(14,3)	-5.00550		3264.4081	4696.7281	CDMS
D2O	Water	12440.17490740, 12440.17490740	17(15,2)-16(14,3)	-4.70440		3264.4081	4696.7281	CDMS
D2O	Water	12456.37088560, 12456.37088560	15(2,13)-14(1,14)	-2.66720		1084.3648	1560.1501	CDMS
D2O	Water	12456.37183670, 12456.37183670	15(2,13)-14(1,14)	-2.66270		1084.3647	1560.1499	CDMS
D2O	Water	12470.32612970, 12470.32612970	15(3,13)-14(0,14)	-2.36600		1084.3638	1560.1487	CDMS
D2O	Water	12470.32691720, 12470.32691720	15(3,13)-14(0,14)	-2.36150		1084.3638	1560.1487	CDMS
D2O	Water	12479.40587430, 12479.40587430	17(4,13)-16(3,14)	-3.15100		1678.7061	2415.2697	CDMS
D2O	Water	12479.40615180, 12479.40615180	17(4,13)-16(3,14)	-3.14650		1678.7061	2415.2697	CDMS
D2O	Water	12481.17345730, 12481.17345730	17(10,7)-17(7,10)	-6.03060		2328.2232	3349.7746	CDMS
D2O	Water	12481.17438260, 12481.17438260	17(10,7)-17(7,10)	-6.03460		2328.2232	3349.7746	CDMS
D2O	Water	12498.30449550, 12498.30449550	21(10,12)-21(7,15)	-7.16100		3278.0643	4716.3762	CDMS
D2O	Water	12498.30659950, 12498.30659950	21(10,12)-21(7,15)	-7.15710		3278.0643	4716.3762	CDMS
D2O	Water	12501.24364260, 12501.24364260	20(10,11)-20(7,14)	-7.04930		3023.0323	4349.4441	CDMS
D2O	Water	12501.24459060, 12501.24459060	20(10,11)-20(7,14)	-7.04530		3023.0323	4349.4441	CDMS
D2O	Water	12509.70889340, 12509.70889340	20(6,14)-19(5,15)	-4.18160		2546.7684	3664.2106	CDMS
D2O	Water	12509.70903860, 12509.70903860	20(6,14)-19(5,15)	-4.17700		2546.7684	3664.2106	CDMS
D2O	Water	12522.17105320, 12522.17105320	19(10,10)-19(7,13)	-6.37110		2778.8997	3998.1938	CDMS
D2O	Water	12522.17124040, 12522.17124040	19(10,10)-19(7,13)	-6.36720		2778.8997	3998.1938	CDMS
D2O	Water	12522.45349980, 12522.45349980	22(10,13)-22(7,16)	-7.90980		3543.6064	5098.4298	CDMS
D2O	Water	12522.45698660, 12522.45698660	22(10,13)-22(7,16)	-7.90580		3543.6064	5098.4298	CDMS
D2O	Water	12549.38960070, 12549.38960070	17(7,10)-18(2,17)	-8.48200		1909.6206	2747.5023	CDMS
D2O	Water	12549.38996980, 12549.38996980	17(7,10)-18(2,17)	-8.47730		1909.6206	2747.5023	CDMS
D2O	Water	12552.57093060, 12552.57093060	18(10,9)-18(7,12)	-6.32810		2546.0326	3663.1519	CDMS
D2O	Water	12552.57112730, 12552.57112730	18(10,9)-18(7,12)	-6.33210		2546.0326	3663.1519	CDMS
D2O	Water	12555.95108690, 12555.95108690	15(7,8)-15(2,13)	-5.01850		1499.8646	2157.9582	CDMS
D2O	Water	12555.95110210, 12555.95110210	15(7,8)-15(2,13)	-5.02300		1499.8646	2157.9582	CDMS
D2O	Water	12557.99053480, 12557.99053480	12(7,6)-11(4,7)	-2.92210		980.2572	1410.3633	CDMS
D2O	Water	12557.99054570, 12557.99054570	12(7,6)-11(4,7)	-2.91750		980.2572	1410.3633	CDMS
D2O	Water	12558.27567560, 12558.27567560	22(10,13)-21(9,12)	-5.79250		3542.4116	5096.7108	CDMS
D2O	Water	12558.27634700, 12558.27634700	22(10,13)-21(9,12)	-5.79700		3542.4114	5096.7105	CDMS
D2O	Water	12559.67784150, 12559.67784150	23(9,14)-22(8,15)	-6.15790		3670.9243	5281.6108	CDMS
D2O	Water	12559.68600640, 12559.68600640	23(9,14)-22(8,15)	-6.15340		3670.9244	5281.6110	CDMS
D2O	Water	12561.43248090, 12561.43248090	20(6,15)-20(3,18)	-6.14480		2485.7763	3576.4570	CDMS
D2O	Water	12561.43518920, 12561.43518920	20(6,15)-20(3,18)	-6.14930		2485.7762	3576.4569	CDMS
D2O	Water	12564.05897300, 12564.05897300	16(10,6)-16(7,9)	-5.46890		2117.0038	3045.8787	CDMS
D2O	Water	12564.05953790, 12564.05953790	16(10,6)-16(7,9)	-5.47290		2117.0038	3045.8787	CDMS
D2O	Water	12565.19080280, 12565.19080280	18(14,5)-17(13,4)	-5.07020		3278.4460	4716.9254	CDMS
D2O	Water	12565.19080400, 12565.19080400	18(14,4)-17(13,5)	-4.76910		3278.4460	4716.9254	CDMS
D2O	Water	12565.19360740, 12565.19360740	18(14,5)-17(13,4)	-5.06560		3278.4460	4716.9254	CDMS
D2O	Water	12565.19360870, 12565.19360870	18(14,4)-17(13,5)	-4.76460		3278.4460	4716.9254	CDMS
D2O	Water	12567.24938600, 12567.24938600	17(6,12)-16(3,13)	-2.97960		1794.5774	2581.9817	CDMS
D2O	Water	12567.24984000, 12567.24984000	17(6,12)-16(3,13)	-2.98410		1794.5774	2581.9817	CDMS
D2O	Water	12569.96906860, 12569.96906860	8(7,2)-8(2,7)	-5.81180		460.7656	662.9351	CDMS
D2O	Water	12569.96910440, 12569.96910440	8(7,2)-8(2,7)	-5.80720		460.7656	662.9351	CDMS
D2O	Water	12578.68825260, 12578.68825260	16(3,13)-15(2,14)	-2.50630		1374.9976	1978.3035	CDMS
D2O	Water	12578.68845330, 12578.68845330	16(3,13)-15(2,14)	-2.50180		1374.9976	1978.3035	CDMS
D2O	Water	12582.60785020, 12582.60785020	23(10,14)-23(7,17)	-8.09110		3819.2685	5495.0438	CDMS
D2O	Water	12582.61252480, 12582.61252480	23(10,14)-23(7,17)	-8.08710		3819.2686	5495.0440	CDMS
D2O	Water	12585.18981090, 12585.18981090	17(10,8)-17(7,11)	-5.72600		2324.7523	3344.7808	CDMS
D2O	Water	12585.19013080, 12585.19013080	17(10,8)-17(7,11)	-5.73000		2324.7523	3344.7808	CDMS
D2O	Water	12585.72268520, 12585.72268520	22(10,12)-21(9,13)	-5.49370		3541.6518	5095.6176	CDMS
D2O	Water	12585.72407400, 12585.72407400	22(10,12)-21(9,13)	-5.48920		3541.6519	5095.6178	CDMS
D2O	Water	12610.51993300, 12610.51993300	13(5,8)-13(0,13)	-5.03740		944.3976	1358.7697	CDMS
D2O	Water	12610.52071240, 12610.52071240	13(5,8)-13(0,13)	-5.03280		944.3976	1358.7697	CDMS
D2O	Water	12614.36654250, 12614.36654250	15(10,5)-15(7,8)	-5.55680		1918.6860	2760.5453	CDMS
D2O	Water	12614.36692310, 12614.36692310	15(10,5)-15(7,8)	-5.56080		1918.6860	2760.5453	CDMS
D2O	Water	12614.50687310, 12614.50687310	16(10,7)-16(7,10)	-5.76810		2115.3207	3043.4571	CDMS
D2O	Water	12614.50719280, 12614.50719280	16(10,7)-16(7,10)	-5.77210		2115.3207	3043.4571	CDMS
D2O	Water	12620.00775770, 12620.00775770	10(6,5)-10(1,10)	-5.21960		581.8481	837.1448	CDMS
D2O	Water	12620.00799930, 12620.00799930	10(6,5)-10(1,10)	-5.21500		581.8481	837.1448	CDMS
D2O	Water	12621.57760290, 12621.57760290	23(6,17)-23(3,20)	-7.68050		3371.2573	4850.4593	CDMS
D2O	Water	12621.59314830, 12621.59314830	23(6,17)-23(3,20)	-7.68490		3371.2570	4850.4589	CDMS
D2O	Water	12623.35315620, 12623.35315620	10(10,0)-10(7,3)	-5.45040		1114.8978	1604.0800	CDMS
D2O	Water	12623.35319280, 12623.35319280	10(10,0)-10(7,3)	-5.44620		1114.8978	1604.0800	CDMS
D2O	Water	12623.42948010, 12623.42948010	10(10,1)-10(7,4)	-5.75140		1114.8952	1604.0763	CDMS
D2O	Water	12623.42951640, 12623.42951640	10(10,1)-10(7,4)	-5.74720		1114.8952	1604.0763	CDMS
D2O	Water	12627.40805980, 12627.40805980	9(6,4)-8(1,7)	-3.24230		457.8230	658.7014	CDMS
D2O	Water	12627.40806870, 12627.40806870	9(6,4)-8(1,7)	-3.23780		457.8230	658.7014	CDMS
D2O	Water	12634.72271040, 12634.72271040	10(9,1)-11(4,8)	-8.06490		961.3383	1383.1434	CDMS
D2O	Water	12634.72273300, 12634.72273300	10(9,1)-11(4,8)	-8.06970		961.3383	1383.1434	CDMS
D2O	Water	12636.91428680, 12636.91428680	15(10,6)-15(7,9)	-5.25490		1917.9338	2759.4630	CDMS
D2O	Water	12636.91458910, 12636.91458910	15(10,6)-15(7,9)	-5.25890		1917.9338	2759.4630	CDMS
D2O	Water	12639.91971280, 12639.91971280	11(10,1)-11(7,4)	-5.40530		1250.8580	1799.6953	CDMS
D2O	Water	12639.91999610, 12639.91999610	11(10,1)-11(7,4)	-5.40940		1250.8580	1799.6953	CDMS
D2O	Water	12640.23954800, 12640.23954800	11(10,2)-11(7,5)	-5.10420		1250.8473	1799.6799	CDMS
D2O	Water	12640.23983230, 12640.23983230	11(10,2)-11(7,5)	-5.10840		1250.8473	1799.6799	CDMS
D2O	Water	12641.37825620, 12641.37825620	14(10,4)-14(7,7)	-5.09670		1733.0336	2493.4344	CDMS
D2O	Water	12641.37859240, 12641.37859240	14(10,4)-14(7,7)	-5.10070		1733.0336	2493.4344	CDMS
D2O	Water	12641.48250820, 12641.48250820	15(6,9)-16(1,16)	-8.11440		1392.8373	2003.9707	CDMS
D2O	Water	12641.48307450, 12641.48307450	15(6,9)-16(1,16)	-8.10980		1392.8373	2003.9707	CDMS
D2O	Water	12644.79793350, 12644.79793350	10(7,4)-11(0,11)	-7.96620		693.1102	997.2252	CDMS
D2O	Water	12644.79833850, 12644.79833850	10(7,4)-11(0,11)	-7.96160		693.1102	997.2252	CDMS
D2O	Water	12645.80256670, 12645.80256670	9(9,1)-10(4,6)	-8.63320		837.0510	1204.3227	CDMS
D2O	Water	12645.80259160, 12645.80259160	9(9,1)-10(4,6)	-8.62850		837.0510	1204.3227	CDMS
D2O	Water	12646.55485200, 12646.55485200	19(13,7)-18(12,6)	-4.87070		3311.0769	4763.8737	CDMS
D2O	Water	12646.55508330, 12646.55508330	19(13,6)-18(12,7)	-5.17170		3311.0769	4763.8737	CDMS
D2O	Water	12646.55520430, 12646.55520430	19(13,7)-18(12,6)	-4.86610		3311.0769	4763.8737	CDMS
D2O	Water	12646.55543590, 12646.55543590	19(13,6)-18(12,7)	-5.16710		3311.0769	4763.8737	CDMS
D2O	Water	12650.20476080, 12650.20476080	12(10,2)-12(7,5)	-4.99200		1399.1841	2013.1022	CDMS
D2O	Water	12650.20514170, 12650.20514170	12(10,2)-12(7,5)	-4.99620		1399.1841	2013.1022	CDMS
D2O	Water	12650.59699240, 12650.59699240	14(10,5)-14(7,8)	-5.39730		1732.7260	2492.9919	CDMS
D2O	Water	12650.59731170, 12650.59731170	14(10,5)-14(7,8)	-5.40140		1732.7260	2492.9919	CDMS
D2O	Water	12651.32556480, 12651.32556480	12(10,3)-12(7,6)	-5.29300		1399.1467	2013.0484	CDMS
D2O	Water	12651.32594740, 12651.32594740	12(10,3)-12(7,6)	-5.29710		1399.1467	2013.0484	CDMS
D2O	Water	12651.77916000, 12651.77916000	13(10,3)-13(7,6)	-5.30350		1559.8949	2244.3279	CDMS
D2O	Water	12651.77952490, 12651.77952490	13(10,3)-13(7,6)	-5.30760		1559.8949	2244.3279	CDMS
D2O	Water	12655.18772290, 12655.18772290	13(10,4)-13(7,7)	-5.00230		1559.7812	2244.1643	CDMS
D2O	Water	12655.18808740, 12655.18808740	13(10,4)-13(7,7)	-5.00640		1559.7812	2244.1643	CDMS
D2O	Water	12657.76878100, 12657.76878100	17(16,1)-16(15,2)	-5.38590		3467.5214	4988.9611	CDMS
D2O	Water	12657.76878100, 12657.76878100	17(16,1)-16(15,2)	-5.08480		3467.5214	4988.9611	CDMS
D2O	Water	12657.77402390, 12657.77402390	17(16,1)-16(15,2)	-5.39040		3467.5220	4988.9620	CDMS
D2O	Water	12657.77402390, 12657.77402390	17(16,1)-16(15,2)	-5.08930		3467.5220	4988.9620	CDMS
D2O	Water	12661.71125500, 12661.71125500	21(11,11)-20(10,10)	-5.22270		3440.0574	4949.4468	CDMS
D2O	Water	12661.71192770, 12661.71192770	21(11,11)-20(10,10)	-5.21810		3440.0575	4949.4469	CDMS
D2O	Water	12662.71275360, 12662.71275360	21(11,10)-20(10,11)	-5.52360		3440.0289	4949.4058	CDMS
D2O	Water	12662.71363950, 12662.71363950	21(11,10)-20(10,11)	-5.51910		3440.0289	4949.4058	CDMS
D2O	Water	12665.64822660, 12665.64822660	13(7,7)-12(4,8)	-2.70450		1137.3006	1636.3125	CDMS
D2O	Water	12665.64824440, 12665.64824440	13(7,7)-12(4,8)	-2.70000		1137.3006	1636.3125	CDMS
D2O	Water	12669.12003840, 12669.12003840	16(4,13)-15(1,14)	-2.80240		1374.9756	1978.2718	CDMS
D2O	Water	12669.12031700, 12669.12031700	16(4,13)-15(1,14)	-2.80690		1374.9756	1978.2718	CDMS
D2O	Water	12675.05562130, 12675.05562130	23(8,15)-22(7,16)	-6.07630		3543.6064	5098.4298	CDMS
D2O	Water	12675.06443280, 12675.06443280	23(8,15)-22(7,16)	-6.07180		3543.6064	5098.4298	CDMS
D2O	Water	12681.23063620, 12681.23063620	20(12,9)-19(11,8)	-5.32020		3364.1678	4840.2592	CDMS
D2O	Water	12681.23152060, 12681.23152060	20(12,9)-19(11,8)	-5.31560		3364.1679	4840.2593	CDMS
D2O	Water	12681.25128460, 12681.25128460	20(12,8)-19(11,9)	-5.01920		3364.1672	4840.2583	CDMS
D2O	Water	12681.25218010, 12681.25218010	20(12,8)-19(11,9)	-5.01460		3364.1673	4840.2585	CDMS
D2O	Water	12696.47567240, 12696.47567240	19(5,15)-20(0,20)	-8.58080		2123.2596	3054.8794	CDMS
D2O	Water	12696.47908380, 12696.47908380	19(5,15)-20(0,20)	-8.58540		2123.2595	3054.8792	CDMS
D2O	Water	12729.57746380, 12729.57746380	22(7,16)-22(4,19)	-7.17250		3118.9934	4487.5100	CDMS
D2O	Water	12729.58237700, 12729.58237700	22(7,16)-22(4,19)	-7.17690		3118.9932	4487.5097	CDMS
D2O	Water	12731.03868500, 12731.03868500	11(7,4)-10(4,7)	-2.87840		826.1963	1188.7053	CDMS
D2O	Water	12731.03871030, 12731.03871030	11(7,4)-10(4,7)	-2.87390		826.1963	1188.7053	CDMS
D2O	Water	12753.81664670, 12753.81664670	14(7,8)-13(4,9)	-3.11770		1307.3045	1880.9087	CDMS
D2O	Water	12753.81664820, 12753.81664820	14(7,8)-13(4,9)	-3.11320		1307.3045	1880.9087	CDMS
D2O	Water	12795.73414620, 12795.73414620	10(5,6)-9(0,9)	-3.47620		480.1250	690.7888	CDMS
D2O	Water	12795.73427320, 12795.73427320	10(5,6)-9(0,9)	-3.47160		480.1250	690.7888	CDMS
D2O	Water	12816.77651210, 12816.77651210	18(15,4)-17(14,3)	-5.43510		3475.2199	5000.0375	CDMS
D2O	Water	12816.77651220, 12816.77651220	18(15,3)-17(14,4)	-5.13410		3475.2199	5000.0375	CDMS
D2O	Water	12816.78286990, 12816.78286990	18(15,3)-17(14,4)	-5.12960		3475.2200	5000.0376	CDMS
D2O	Water	12816.78286990, 12816.78286990	18(15,3)-17(14,4)	-5.43060		3475.2200	5000.0376	CDMS
D2O	Water	12835.29685090, 12835.29685090	13(6,7)-12(3,10)	-2.83780		1022.2979	1470.8502	CDMS
D2O	Water	12835.29704650, 12835.29704650	13(6,7)-12(3,10)	-2.83330		1022.2979	1470.8502	CDMS
D2O	Water	12846.41950830, 12846.41950830	17(17,0)-16(16,1)	-5.78150		3676.6934	5289.9112	CDMS
D2O	Water	12846.41950830, 12846.41950830	17(17,0)-16(16,1)	-5.48040		3676.6934	5289.9112	CDMS
D2O	Water	12846.44372420, 12846.44372420	17(17,0)-16(16,1)	-5.78600		3676.6953	5289.9140	CDMS
D2O	Water	12846.44372420, 12846.44372420	17(17,0)-16(16,1)	-5.48490		3676.6953	5289.9140	CDMS
D2O	Water	12853.49296110, 12853.49296110	15(7,9)-14(4,10)	-2.95420		1489.1874	2142.5962	CDMS
D2O	Water	12853.49301250, 12853.49301250	15(7,9)-14(4,10)	-2.95880		1489.1874	2142.5962	CDMS
D2O	Water	12855.91107090, 12855.91107090	23(10,14)-22(9,13)	-6.04090		3810.1523	5481.9277	CDMS
D2O	Water	12855.91236410, 12855.91236410	23(10,14)-22(9,13)	-6.04540		3810.1521	5481.9274	CDMS
D2O	Water	12860.48355360, 12860.48355360	9(7,3)-9(2,8)	-5.19770		562.3169	809.0439	CDMS
D2O	Water	12860.48358130, 12860.48358130	9(7,3)-9(2,8)	-5.19320		562.3169	809.0439	CDMS
D2O	Water	12872.12314910, 12872.12314910	17(5,13)-16(2,14)	-2.85240		1678.4641	2414.9215	CDMS
D2O	Water	12872.12372200, 12872.12372200	17(5,13)-16(2,14)	-2.85700		1678.4641	2414.9215	CDMS
D2O	Water	12897.92565450, 12897.92565450	22(7,15)-21(6,16)	-5.21880		3155.3883	4539.8738	CDMS
D2O	Water	12897.92745640, 12897.92745640	22(7,15)-21(6,16)	-5.21420		3155.3882	4539.8737	CDMS
D2O	Water	12911.59949610, 12911.59949610	23(10,13)-22(9,14)	-6.34200		3808.6277	5479.7342	CDMS
D2O	Water	12911.60182180, 12911.60182180	23(10,13)-22(9,14)	-6.33740		3808.6279	5479.7345	CDMS
D2O	Water	12931.53276880, 12931.53276880	24(8,17)-24(5,20)	-8.38440		3806.9346	5477.2982	CDMS
D2O	Water	12931.53531310, 12931.53531310	24(8,17)-24(5,20)	-8.38870		3806.9342	5477.2976	CDMS
D2O	Water	12933.07250740, 12933.07250740	19(14,6)-18(13,5)	-5.21600		3499.9549	5035.6254	CDMS
D2O	Water	12933.07251410, 12933.07251410	19(14,5)-18(13,6)	-5.51710		3499.9549	5035.6254	CDMS
D2O	Water	12933.07384830, 12933.07384830	19(14,6)-18(13,5)	-5.21150		3499.9550	5035.6256	CDMS
D2O	Water	12933.07385500, 12933.07385500	19(14,5)-18(13,6)	-5.51250		3499.9550	5035.6256	CDMS
D2O	Water	12938.10251030, 12938.10251030	17(3,14)-17(0,17)	-5.25120		1561.2974	2246.3458	CDMS
D2O	Water	12938.10259440, 12938.10259440	17(3,14)-17(0,17)	-5.24670		1561.2974	2246.3458	CDMS
D2O	Water	12948.95355700, 12948.95355700	21(5,16)-21(2,19)	-6.63180		2710.7406	3900.1286	CDMS
D2O	Water	12948.95754310, 12948.95754310	21(5,16)-21(2,19)	-6.63630		2710.7405	3900.1285	CDMS
D2O	Water	12964.95700040, 12964.95700040	24(9,15)-23(8,16)	-6.44210		3949.2638	5682.0770	CDMS
D2O	Water	12964.96889860, 12964.96889860	24(9,15)-23(8,16)	-6.43760		3949.2640	5682.0773	CDMS
D2O	Water	12989.16538970, 12989.16538970	17(4,14)-17(1,17)	-4.94700		1561.2975	2246.3459	CDMS
D2O	Water	12989.16580720, 12989.16580720	17(4,14)-17(1,17)	-4.95150		1561.2975	2246.3459	CDMS
D2O	Water	12995.07703850, 12995.07703850	22(11,12)-21(10,11)	-6.03760		3695.0318	5316.2960	CDMS
D2O	Water	12995.07719720, 12995.07719720	22(11,12)-21(10,11)	-6.04220		3695.0317	5316.2958	CDMS
D2O	Water	12996.94791940, 12996.94791940	16(7,10)-15(4,11)	-3.43480		1681.7892	2419.7056	CDMS
D2O	Water	12996.94804480, 12996.94804480	16(7,10)-15(4,11)	-3.43930		1681.7892	2419.7056	CDMS
D2O	Water	12997.51130720, 12997.51130720	22(11,11)-21(10,12)	-5.74090		3694.9629	5316.1968	CDMS
D2O	Water	12997.51163000, 12997.51163000	22(11,11)-21(10,12)	-5.73640		3694.9629	5316.1968	CDMS
D2O	Water	13005.18272050, 13005.18272050	20(13,8)-19(12,7)	-5.63650		3543.4236	5098.1668	CDMS
D2O	Water	13005.18337890, 13005.18337890	20(13,8)-19(12,7)	-5.64110		3543.4236	5098.1668	CDMS
D2O	Water	13005.18360460, 13005.18360460	20(13,7)-19(12,8)	-5.33550		3543.4236	5098.1668	CDMS
D2O	Water	13005.18426190, 13005.18426190	20(13,7)-19(12,8)	-5.34000		3543.4235	5098.1667	CDMS
D2O	Water	13029.17873530, 13029.17873530	21(12,10)-20(11,9)	-5.51210		3607.5988	5190.5001	CDMS
D2O	Water	13029.17924520, 13029.17924520	21(12,10)-20(11,9)	-5.50750		3607.5989	5190.5002	CDMS
D2O	Water	13029.24019770, 13029.24019770	21(12,9)-20(11,10)	-5.81310		3607.5971	5190.4976	CDMS
D2O	Water	13029.24073910, 13029.24073910	21(12,9)-20(11,10)	-5.80850		3607.5971	5190.4976	CDMS
D2O	Water	13034.89520410, 13034.89520410	8(8,1)-7(5,2)	-3.89240		572.1645	823.2124	CDMS
D2O	Water	13034.89521790, 13034.89521790	8(8,1)-7(5,2)	-3.88790		572.1645	823.2124	CDMS
D2O	Water	13035.91960470, 13035.91960470	8(8,0)-7(5,3)	-3.59130		572.1303	823.1631	CDMS
D2O	Water	13035.91961900, 13035.91961900	8(8,0)-7(5,3)	-3.58680		572.1303	823.1631	CDMS
D2O	Water	13038.99242350, 13038.99242350	18(16,2)-17(15,3)	-5.51750		3679.3677	5293.7589	CDMS
D2O	Water	13038.99242350, 13038.99242350	18(16,2)-17(15,3)	-5.81850		3679.3677	5293.7589	CDMS
D2O	Water	13038.99943570, 13038.99943570	18(16,2)-17(15,3)	-5.51300		3679.3677	5293.7589	CDMS
D2O	Water	13038.99943570, 13038.99943570	18(16,2)-17(15,3)	-5.81400		3679.3677	5293.7589	CDMS
D2O	Water	13040.26724920, 13040.26724920	13(8,5)-13(3,10)	-5.23450		1251.5529	1800.6951	CDMS
D2O	Water	13040.26748810, 13040.26748810	13(8,5)-13(3,10)	-5.23890		1251.5529	1800.6951	CDMS
D2O	Water	13042.83782270, 13042.83782270	19(4,15)-19(1,18)	-5.78480		2106.6293	3030.9522	CDMS
D2O	Water	13042.83809580, 13042.83809580	19(4,15)-19(1,18)	-5.78030		2106.6293	3030.9522	CDMS
D2O	Water	13044.43709800, 13044.43709800	14(8,6)-14(3,11)	-4.95670		1424.0030	2048.8109	CDMS
D2O	Water	13044.43750840, 13044.43750840	14(8,6)-14(3,11)	-4.96110		1424.0030	2048.8109	CDMS
D2O	Water	13063.34576340, 13063.34576340	7(6,1)-6(1,6)	-5.13070		233.1058	335.3853	CDMS
D2O	Water	13063.34577020, 13063.34577020	7(6,1)-6(1,6)	-5.13530		233.1058	335.3853	CDMS
D2O	Water	13078.15983170, 13078.15983170	13(10,4)-14(5,9)	-8.52660		1545.6723	2223.8649	CDMS
D2O	Water	13078.16026390, 13078.16026390	13(10,4)-14(5,9)	-8.53130		1545.6723	2223.8649	CDMS
D2O	Water	13080.10646560, 13080.10646560	19(5,14)-18(4,15)	-3.99830		2200.9810	3166.7025	CDMS
D2O	Water	13080.10703390, 13080.10703390	19(5,14)-18(4,15)	-4.00290		2200.9810	3166.7025	CDMS
D2O	Water	13097.14778310, 13097.14778310	11(7,5)-12(0,12)	-7.74750		813.9735	1171.1196	CDMS
D2O	Water	13097.14837220, 13097.14837220	11(7,5)-12(0,12)	-7.74280		813.9735	1171.1196	CDMS
D2O	Water	13126.28692530, 13126.28692530	12(7,5)-11(4,8)	-2.64540		961.3383	1383.1434	CDMS
D2O	Water	13126.28693790, 13126.28693790	12(7,5)-11(4,8)	-2.64090		961.3383	1383.1434	CDMS
D2O	Water	13130.79401290, 13130.79401290	24(10,15)-23(9,14)	-6.91870		4089.8705	5884.3775	CDMS
D2O	Water	13130.79549360, 13130.79549360	24(10,15)-23(9,14)	-6.92330		4089.8701	5884.3769	CDMS
D2O	Water	13135.31334890, 13135.31334890	12(8,4)-12(3,9)	-5.01730		1087.9829	1565.3557	CDMS
D2O	Water	13135.31343780, 13135.31343780	12(8,4)-12(3,9)	-5.02170		1087.9829	1565.3557	CDMS
D2O	Water	13147.09004000, 13147.09004000	16(7,9)-16(2,14)	-5.06400		1678.4641	2414.9215	CDMS
D2O	Water	13147.09011840, 13147.09011840	16(7,9)-16(2,14)	-5.05950		1678.4641	2414.9215	CDMS
D2O	Water	13156.95383760, 13156.95383760	15(8,7)-15(3,12)	-5.38090		1605.0071	2309.2339	CDMS
D2O	Water	13156.95437480, 13156.95437480	15(8,7)-15(3,12)	-5.38530		1605.0071	2309.2339	CDMS
D2O	Water	13175.16032540, 13175.16032540	13(5,8)-12(2,11)	-3.06380		925.5632	1331.6713	CDMS
D2O	Water	13175.16033440, 13175.16033440	13(5,8)-12(2,11)	-3.05920		925.5632	1331.6713	CDMS
D2O	Water	13176.96326670, 13176.96326670	15(6,9)-15(1,14)	-5.19030		1374.9756	1978.2718	CDMS
D2O	Water	13176.96337920, 13176.96337920	15(6,9)-15(1,14)	-5.18580		1374.9756	1978.2718	CDMS
D2O	Water	13189.07575150, 13189.07575150	19(15,5)-18(14,4)	-5.58350		3697.5757	5319.9560	CDMS
D2O	Water	13189.07575170, 13189.07575170	19(15,4)-18(14,5)	-5.88450		3697.5757	5319.9560	CDMS
D2O	Water	13189.08167250, 13189.08167250	19(15,5)-18(14,4)	-5.57900		3697.5758	5319.9562	CDMS
D2O	Water	13189.08167260, 13189.08167260	19(15,4)-18(14,5)	-5.88000		3697.5758	5319.9562	CDMS
D2O	Water	13195.00038540, 13195.00038540	19(5,15)-19(2,18)	-5.48430		2106.6306	3030.9541	CDMS
D2O	Water	13195.00091420, 13195.00091420	19(5,15)-19(2,18)	-5.48880		2106.6306	3030.9541	CDMS
D2O	Water	13212.48746730, 13212.48746730	18(6,13)-17(3,14)	-3.63930		1992.8661	2867.2733	CDMS
D2O	Water	13212.48836560, 13212.48836560	18(6,13)-17(3,14)	-3.64390		1992.8661	2867.2733	CDMS
